query;seed_ortholog;evalue;score;eggNOG_OGs;max_annot_lvl;COG_category;Description;Preferred_name;GOs;EC;KEGG_ko;KEGG_Pathway;KEGG_Module;KEGG_Reaction;KEGG_rclass;BRITE;KEGG_TC;CAZy;BiGG_Reaction;PFAMs
k105_130114_4;1229909.NSED_03310;1.36e-200;562.0;COG0389@1|root,arCOG04582@2157|Archaea,41SDV@651137|Thaumarchaeota;651137|Thaumarchaeota;L;Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis;dbh;-;2.7.7.7;ko:K04479;-;-;-;-;ko00000,ko01000,ko03400;-;-;-;IMS,IMS_C,IMS_HHH
k105_130114_5;436308.Nmar_0641;4.67e-63;201.0;arCOG08669@1|root,arCOG08669@2157|Archaea,41SEB@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_44624_1;1229909.NSED_09540;7.5e-22;90.1;COG1514@1|root,arCOG01736@2157|Archaea,41SP7@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'- phosphomonoester;-;-;3.1.4.58;ko:K01975;-;-;-;-;ko00000,ko01000,ko03016;-;-;-;LigT_PEase
k105_44624_2;1229909.NSED_09535;1.2e-97;286.0;COG0237@1|root,arCOG01045@2157|Archaea,41SI8@651137|Thaumarchaeota;651137|Thaumarchaeota;H;AAA domain;-;-;-;-;-;-;-;-;-;-;-;-;AAA_17
k105_44624_3;436308.Nmar_1779;2.15e-58;184.0;COG1931@1|root,arCOG01043@2157|Archaea,41SRJ@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Belongs to the UPF0201 family;-;-;-;ko:K09736;-;-;-;-;ko00000;-;-;-;RNA_binding
k105_44624_4;1229909.NSED_09525;1.87e-13;70.9;arCOG08685@1|root,arCOG08685@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_45991_1;1229909.NSED_02350;7.68e-18;74.3;arCOG08742@1|root,arCOG08742@2157|Archaea,41TAD@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_45991_2;1229909.NSED_02345;4.1e-137;396.0;arCOG08732@1|root,arCOG08732@2157|Archaea,41SR6@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_46502_1;436308.Nmar_0256;8.71e-180;503.0;COG2513@1|root,arCOG00581@2157|Archaea,41SEN@651137|Thaumarchaeota;651137|Thaumarchaeota;G;Phosphoenolpyruvate phosphomutase;-;-;-;-;-;-;-;-;-;-;-;-;PEP_mutase
k105_46502_2;436308.Nmar_0255;1.83e-53;168.0;COG1581@1|root,arCOG01753@2157|Archaea,41SQ4@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Binds double-stranded DNA tightly but without sequence specificity. It is distributed uniformly and abundantly on the chromosome, suggesting a role in chromatin architecture. However, it does not significantly compact DNA. Binds rRNA and mRNA in vivo. May play a role in maintaining the structural and functional stability of RNA, and, perhaps, ribosomes;-;-;-;ko:K03622;-;-;-;-;ko00000;-;-;-;Alba
k105_46502_3;1229909.NSED_01170;2.66e-57;184.0;COG1413@1|root,arCOG02966@2157|Archaea,41T3Y@651137|Thaumarchaeota;651137|Thaumarchaeota;C;HEAT repeats;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_46502_4;436308.Nmar_0253;4.5e-168;473.0;COG1018@1|root,arCOG02200@2157|Archaea,41S72@651137|Thaumarchaeota;651137|Thaumarchaeota;C;oxidoreductase FAD NAD(P)-binding;-;-;1.18.1.2,1.19.1.1;ko:K00528;-;-;R10159;-;ko00000,ko01000;-;-;-;FAD_binding_6,NAD_binding_1
k105_136377_2;436308.Nmar_0041;1.2e-161;459.0;COG0083@1|root,arCOG01027@2157|Archaea,41S89@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate;thrB;-;2.7.1.39;ko:K00872;ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230;M00018;R01771;RC00002,RC00017;ko00000,ko00001,ko00002,ko01000;-;-;-;GHMP_kinases_C,GHMP_kinases_N
k105_136377_3;436308.Nmar_0040;1.52e-139;396.0;COG0603@1|root,arCOG00039@2157|Archaea,41SGR@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Queuosine biosynthesis protein QueC;-;-;6.3.4.20;ko:K06920;ko00790,ko01100,map00790,map01100;-;R09978;RC00959;ko00000,ko00001,ko01000,ko03016;-;-;-;QueC
k105_136377_4;1229909.NSED_09820;4.99e-30;108.0;arCOG08816@1|root,arCOG08816@2157|Archaea,41TAW@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_136377_5;436308.Nmar_0038;1.17e-117;338.0;COG0302@1|root,arCOG04542@2157|Archaea,41SGC@651137|Thaumarchaeota;651137|Thaumarchaeota;H;GTP cyclohydrolase I;folE;-;3.5.4.16;ko:K01495;ko00790,ko01100,map00790,map01100;M00126,M00841,M00842,M00843;R00428,R04639,R05046,R05048;RC00263,RC00294,RC00323,RC00945,RC01188;ko00000,ko00001,ko00002,ko01000;-;-;-;GTP_cyclohydroI
k105_136377_6;1229909.NSED_09810;2.25e-152;430.0;COG0602@1|root,arCOG02173@2157|Archaea,41SGM@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds;queE;-;4.3.99.3;ko:K10026;ko00790,ko01100,map00790,map01100;-;R10002;RC02989;ko00000,ko00001,ko01000,ko03016;-;-;-;Fer4_12,Radical_SAM
k105_136377_7;436308.Nmar_0036;1.59e-31;110.0;arCOG08815@1|root,arCOG08815@2157|Archaea,41T9N@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_136377_8;1229909.NSED_09800;2.25e-55;186.0;arCOG10414@1|root,arCOG10414@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_137794_1;1229909.NSED_04715;4.91e-14;68.6;28HMW@1|root,2N5MZ@2157|Archaea,41T97@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_137794_3;436308.Nmar_0857;1.7e-40;136.0;arCOG11728@1|root,arCOG11728@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_51950_1;436308.Nmar_1392;1.5e-138;395.0;COG0513@1|root,arCOG00078@2157|Archaea,41SM2@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Involved in pre-rRNA and tRNA processing. Utilizes the methyl donor S-adenosyl-L-methionine to catalyze the site-specific 2'-hydroxyl methylation of ribose moieties in rRNA and tRNA. Site specificity is provided by a guide RNA that base pairs with the substrate. Methylation occurs at a characteristic distance from the sequence involved in base pairing with the guide RNA;flpA;-;-;ko:K04795;-;-;-;-;ko00000,ko03009;-;-;-;Fibrillarin
k105_51950_2;436308.Nmar_1393;9.07e-116;335.0;COG0164@1|root,arCOG04121@2157|Archaea,41SK9@651137|Thaumarchaeota;651137|Thaumarchaeota;L;Endonuclease that specifically degrades the RNA of RNA- DNA hybrids;rnhB;-;3.1.26.4;ko:K03470;ko03030,map03030;-;-;-;ko00000,ko00001,ko01000,ko03032;-;-;-;RNase_HII
k105_51950_3;436308.Nmar_1394;7.89e-140;404.0;COG1867@1|root,arCOG01219@2157|Archaea,41SAG@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Belongs to the class I-like SAM-binding methyltransferase superfamily. Trm1 family;-;-;2.1.1.215,2.1.1.216;ko:K00555;-;-;-;-;ko00000,ko01000,ko03016;-;-;-;TRM
k105_52214_1;1229909.NSED_05490;0.0;1294.0;COG0308@1|root,arCOG02969@2157|Archaea,41SJH@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Peptidase family M1 domain;-;-;3.4.11.2;ko:K01256,ko:K13722;ko00480,ko01100,map00480,map01100;-;R00899,R04951;RC00096,RC00141;ko00000,ko00001,ko01000,ko01002;-;-;-;ERAP1_C,Peptidase_M1
k105_52214_2;1229909.NSED_05505;7.42e-202;561.0;COG1405@1|root,arCOG01981@2157|Archaea,41SXZ@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Stabilizes TBP binding to an archaeal box-A promoter. Also responsible for recruiting RNA polymerase II to the pre- initiation complex (DNA-TBP-TFIIB);-;-;-;ko:K03124;ko03022,ko05169,ko05203,map03022,map05169,map05203;-;-;-;ko00000,ko00001,ko03021;-;-;-;TFIIB,TF_Zn_Ribbon
k105_52214_3;1229909.NSED_01175;1.38e-26;102.0;COG1581@1|root,arCOG01753@2157|Archaea,41SQ4@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Binds double-stranded DNA tightly but without sequence specificity. It is distributed uniformly and abundantly on the chromosome, suggesting a role in chromatin architecture. However, it does not significantly compact DNA. Binds rRNA and mRNA in vivo. May play a role in maintaining the structural and functional stability of RNA, and, perhaps, ribosomes;-;-;-;ko:K03622;-;-;-;-;ko00000;-;-;-;Alba
k105_52214_4;1229909.NSED_05515;1.33e-89;264.0;COG2185@1|root,arCOG01710@2157|Archaea,41SJN@651137|Thaumarchaeota;651137|Thaumarchaeota;I;B12 binding domain;-;-;5.4.99.2;ko:K01849;ko00280,ko00630,ko00640,ko00720,ko01100,ko01120,ko01200,map00280,map00630,map00640,map00720,map01100,map01120,map01200;M00375,M00376,M00741;R00833;RC00395;ko00000,ko00001,ko00002,ko01000;-;-;-;B12-binding
k105_52214_5;436308.Nmar_0959;3.75e-182;510.0;COG0059@1|root,arCOG04465@2157|Archaea,41S65@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate;ilvC;-;1.1.1.86;ko:K00053;ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230;M00019,M00570;R03051,R04439,R04440,R05068,R05069,R05071;RC00726,RC00836,RC00837,RC01726;ko00000,ko00001,ko00002,ko01000;-;-;-;IlvC,IlvN
k105_141866_1;436308.Nmar_1565;8.56e-176;495.0;COG0604@1|root,arCOG01458@2157|Archaea,41SX7@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Zinc-binding dehydrogenase;-;-;-;-;-;-;-;-;-;-;-;-;ADH_N,ADH_zinc_N
k105_141866_2;1229909.NSED_00685;1.04e-18;87.4;arCOG05195@1|root,arCOG05195@2157|Archaea;2157|Archaea;S;Tetratricopeptide repeat;-;-;-;-;-;-;-;-;-;-;-;-;TPR_1,TPR_6,TPR_8
k105_141866_3;1229909.NSED_00690;6.65e-188;525.0;COG1736@1|root,arCOG04112@2157|Archaea,41SE0@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Diphthamide biosynthesis;-;-;2.5.1.108;ko:K07561;-;-;R10455;RC00021,RC03180;ko00000,ko01000,ko03012;-;-;-;Diphthamide_syn
k105_142830_1;436308.Nmar_1621;7.87e-25;99.8;COG2301@1|root,arCOG00760@2157|Archaea,41S6F@651137|Thaumarchaeota;651137|Thaumarchaeota;G;HpcH/HpaI aldolase/citrate lyase family;-;-;4.1.3.34;ko:K01644;ko02020,map02020;-;R00362;RC00067,RC01118;ko00000,ko00001,ko01000;-;-;-;HpcH_HpaI
k105_142830_2;1229909.NSED_08755;6.27e-34;129.0;arCOG05137@1|root,arCOG05137@2157|Archaea;2157|Archaea;S;TPR repeat;-;-;-;ko:K07126;-;-;-;-;ko00000;-;-;-;TPR_1,TPR_8
k105_142830_3;1229909.NSED_08750;1.36e-117;338.0;COG0307@1|root,arCOG04713@2157|Archaea,41SKQ@651137|Thaumarchaeota;651137|Thaumarchaeota;H;riboflavin synthase, alpha;-;-;2.5.1.9;ko:K00793;ko00740,ko01100,ko01110,map00740,map01100,map01110;M00125;R00066;RC00958,RC00960;ko00000,ko00001,ko00002,ko01000;-;-;-;Lum_binding
k105_142830_4;436308.Nmar_1616;1.41e-138;394.0;COG0108@1|root,arCOG01320@2157|Archaea,41SFW@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate;-;-;4.1.99.12;ko:K02858;ko00740,ko01100,ko01110,map00740,map01100,map01110;M00125;R07281;RC01792,RC01815;ko00000,ko00001,ko00002,ko01000;-;-;-;DHBP_synthase
k105_57610_1;1229909.NSED_09095;9.48e-51;175.0;COG0661@1|root,arCOG01189@2157|Archaea,41SYQ@651137|Thaumarchaeota;651137|Thaumarchaeota;S;ABC1 family;-;-;-;-;-;-;-;-;-;-;-;-;ABC1
k105_57610_2;1229909.NSED_09090;8.97e-64;197.0;COG0071@1|root,arCOG01832@2157|Archaea,41T74@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Belongs to the small heat shock protein (HSP20) family;-;-;-;-;-;-;-;-;-;-;-;-;HSP20
k105_57610_4;1229909.NSED_09085;4.3e-125;358.0;COG0125@1|root,arCOG01891@2157|Archaea,41T33@651137|Thaumarchaeota;651137|Thaumarchaeota;F;thymidylate kinase;tmk;-;2.7.4.9;ko:K00943;ko00240,ko01100,map00240,map01100;M00053;R02094,R02098;RC00002;ko00000,ko00001,ko00002,ko01000;-;-;-;Thymidylate_kin
k105_57610_5;1229909.NSED_09080;2e-124;363.0;COG1078@1|root,arCOG04430@2157|Archaea,41T0P@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Metal dependent phosphohydrolases with conserved 'HD' motif.;-;-;-;ko:K06885;-;-;-;-;ko00000;-;-;-;HD
k105_144889_3;436308.Nmar_1196;7.47e-126;362.0;arCOG08694@1|root,arCOG08694@2157|Archaea,41SZ1@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_144889_5;436308.Nmar_1195;9.49e-32;112.0;arCOG10579@1|root,arCOG10579@2157|Archaea,41TAI@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_58285_3;1229909.NSED_08150;4.46e-95;282.0;COG0311@1|root,arCOG00034@2157|Archaea,41SIZ@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS;pdxT;-;4.3.3.6;ko:K08681;ko00750,map00750;-;R07456;RC00010,RC01783,RC03043;ko00000,ko00001,ko01000;-;-;-;SNO
k105_58285_4;436308.Nmar_1479;3.13e-183;513.0;COG0214@1|root,arCOG04075@2157|Archaea,41SEJ@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Belongs to the PdxS SNZ family;-;-;4.3.3.6;ko:K06215;ko00750,map00750;-;R07456;RC00010,RC01783,RC03043;ko00000,ko00001,ko01000;-;-;-;SOR_SNZ
k105_59712_1;1229909.NSED_02535;8.93e-56;175.0;COG1112@1|root,arCOG00795@2157|Archaea;2157|Archaea;L;COG1112 Superfamily I DNA and RNA helicases and helicase subunits;dna2;-;3.6.4.12;ko:K07466,ko:K10742;ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460;M00288;-;-;ko00000,ko00001,ko00002,ko01000,ko03000,ko03032,ko03400;-;-;-;AAA_11,AAA_12,Dna2
k105_59712_2;436308.Nmar_0506;5.82e-128;365.0;arCOG03119@1|root,arCOG03119@2157|Archaea,41T0Y@651137|Thaumarchaeota;651137|Thaumarchaeota;S;PFAM SNARE associated Golgi protein;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_59712_3;436308.Nmar_0507;9.11e-107;312.0;COG1418@1|root,arCOG01860@2157|Archaea,41T2N@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Metal dependent phosphohydrolases with conserved 'HD' motif.;-;-;-;ko:K06950;-;-;-;-;ko00000;-;-;-;HD
k105_59712_4;436308.Nmar_0508;1.01e-56;177.0;arCOG08763@1|root,arCOG08763@2157|Archaea,41SWC@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_59712_5;1229909.NSED_02555;8.39e-213;590.0;COG0113@1|root,arCOG04300@2157|Archaea,41SET@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Delta-aminolevulinic acid dehydratase;-;-;4.2.1.24;ko:K01698;ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120;M00121;R00036;RC00918,RC01781;ko00000,ko00001,ko00002,ko01000,ko04147;-;-;-;ALAD
k105_59712_6;1229909.NSED_02560;9.04e-266;732.0;COG0373@1|root,arCOG01036@2157|Archaea,41SDM@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Catalyzes the NADPH-dependent reduction of glutamyl- tRNA(Glu) to glutamate 1-semialdehyde (GSA);-;-;1.2.1.70;ko:K02492;ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120;M00121;R04109;RC00055,RC00149;ko00000,ko00001,ko00002,ko01000;-;-;-;GlutR_N,GlutR_dimer,Shikimate_DH
k105_59712_7;1229909.NSED_02565;5.07e-100;296.0;COG1648@1|root,arCOG01044@2157|Archaea,41SN9@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Siroheme synthase;-;-;1.3.1.76,4.99.1.4;ko:K02304;ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120;M00121;R02864,R03947;RC01012,RC01034;ko00000,ko00001,ko00002,ko01000;-;-;-;NAD_binding_7,Sirohm_synth_M
k105_147980_1;1229909.NSED_07970;2.37e-61;192.0;COG0100@1|root,arCOG04240@2157|Archaea,41SII@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Located on the platform of the 30S subunit;rps11;-;-;ko:K02948;ko03010,map03010;M00178,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_S11
k105_147980_2;436308.Nmar_1449;3.4e-45;148.0;arCOG11453@1|root,arCOG11453@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_147980_3;1229909.NSED_07960;2.65e-102;306.0;COG0611@1|root,arCOG00638@2157|Archaea,41SIN@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1;thiL;-;2.7.4.16;ko:K00946;ko00730,ko01100,map00730,map01100;M00127;R00617;RC00002;ko00000,ko00001,ko00002,ko01000;-;-;-;AIRS,AIRS_C
k105_153677_1;436308.Nmar_1653;6.04e-91;273.0;COG1108@1|root,arCOG01006@2157|Archaea,41SG2@651137|Thaumarchaeota;651137|Thaumarchaeota;P;ABC 3 transport family;-;-;-;ko:K09816;ko02010,map02010;M00242;-;-;ko00000,ko00001,ko00002,ko02000;3.A.1.15.3,3.A.1.15.5;-;-;ABC-3
k105_153677_2;1229909.NSED_08955;8.31e-145;411.0;COG1121@1|root,arCOG00201@2157|Archaea,41S7E@651137|Thaumarchaeota;651137|Thaumarchaeota;E;PFAM ABC transporter;-;-;-;ko:K09817;ko02010,map02010;M00242;-;-;ko00000,ko00001,ko00002,ko01000,ko02000;3.A.1.15.3,3.A.1.15.5;-;-;ABC_tran
k105_153677_4;436308.Nmar_1656;4.64e-64;198.0;COG0864@1|root,arCOG01008@2157|Archaea,41SQM@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Ribbon-helix-helix protein, copG family;-;-;-;ko:K07722;-;-;-;-;ko00000,ko03000;-;-;-;NikR_C,RHH_1
k105_153677_5;521674.Plim_1887;1.31e-122;365.0;COG2072@1|root,COG2072@2|Bacteria;2|Bacteria;P;N,N-dimethylaniline monooxygenase activity;-;-;-;-;-;-;-;-;-;-;-;-;Pyr_redox_3
k105_67213_2;1229909.NSED_01450;6.97e-212;587.0;COG3958@1|root,arCOG01051@2157|Archaea,41SEP@651137|Thaumarchaeota;651137|Thaumarchaeota;G;Transketolase, pyrimidine binding domain;-;-;2.2.1.1;ko:K00615;ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230;M00004,M00007,M00165,M00167;R01067,R01641,R01830,R06590;RC00032,RC00226,RC00571,RC01560;ko00000,ko00001,ko00002,ko01000;-;-;-;Transket_pyr,Transketolase_C
k105_67213_3;1229909.NSED_01455;7.86e-141;399.0;COG0176@1|root,arCOG05061@2157|Archaea,41S99@651137|Thaumarchaeota;651137|Thaumarchaeota;G;Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway;tal;-;2.2.1.2;ko:K00616;ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230;M00004,M00007;R01827;RC00439,RC00604;ko00000,ko00001,ko00002,ko01000;-;-;-;TAL_FSA
k105_67213_4;1229909.NSED_01460;1.22e-25;97.8;arCOG08822@1|root,arCOG08822@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_67213_5;1229909.NSED_09020;1.13e-69;222.0;arCOG10599@1|root,arCOG10599@2157|Archaea;2157|Archaea;C;copper ion binding;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_67213_6;1229909.NSED_01465;2.59e-170;484.0;COG0598@1|root,arCOG02265@2157|Archaea,41SZC@651137|Thaumarchaeota;651137|Thaumarchaeota;P;Mg2 transporter protein;-;-;-;ko:K03284;-;-;-;-;ko00000,ko02000;1.A.35.1,1.A.35.3;-;-;CorA
k105_67213_7;1229909.NSED_01470;3.45e-65;199.0;arCOG08781@1|root,arCOG08781@2157|Archaea,41SVY@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_67213_8;1229909.NSED_01475;3.85e-48;160.0;COG0500@1|root,arCOG01631@2157|Archaea,41SJC@651137|Thaumarchaeota;651137|Thaumarchaeota;Q;RNA methylase;-;-;-;-;-;-;-;-;-;-;-;-;DOT1
k105_67382_1;1229909.NSED_01440;4.15e-32;117.0;COG0727@1|root,arCOG02579@2157|Archaea;2157|Archaea;S;Fe-S-cluster oxidoreductase;-;-;-;ko:K06940;-;-;-;-;ko00000;-;-;-;CxxCxxCC
k105_67382_2;436308.Nmar_1245;0.0;891.0;COG0419@1|root,COG1122@1|root,arCOG00202@2157|Archaea,arCOG00368@2157|Archaea,41S9P@651137|Thaumarchaeota;651137|Thaumarchaeota;LP;AAA domain;-;-;-;ko:K03546;-;-;-;-;ko00000,ko03400;-;-;-;AAA_15
k105_67382_3;436308.Nmar_1244;8.92e-143;412.0;COG0420@1|root,arCOG00397@2157|Archaea,41S68@651137|Thaumarchaeota;651137|Thaumarchaeota;L;Calcineurin-like phosphoesterase superfamily domain;-;-;-;ko:K03547;-;-;-;-;ko00000,ko03400;-;-;-;Metallophos_2
k105_161636_2;1229909.NSED_09760;2.98e-151;430.0;COG0483@1|root,arCOG01349@2157|Archaea,41T8P@651137|Thaumarchaeota;651137|Thaumarchaeota;G;Inositol monophosphatase;-;-;3.1.3.25,3.1.3.7;ko:K01082,ko:K01092;ko00521,ko00562,ko00920,ko01100,ko01120,ko01130,ko04070,map00521,map00562,map00920,map01100,map01120,map01130,map04070;M00131;R00188,R00508,R01185,R01186,R01187;RC00078;ko00000,ko00001,ko00002,ko01000,ko03016;-;-;-;Inositol_P
k105_161636_3;1229909.NSED_09765;3.63e-30;107.0;arCOG08813@1|root,arCOG08813@2157|Archaea,41T88@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_161636_4;1229909.NSED_09770;6.86e-78;237.0;COG1028@1|root,arCOG01259@2157|Archaea,41SXY@651137|Thaumarchaeota;651137|Thaumarchaeota;I;Short-chain dehydrogenase reductase SDR;-;-;1.1.1.100;ko:K00059;ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212;M00083,M00572;R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671;RC00029,RC00117;ko00000,ko00001,ko00002,ko01000,ko01004;-;-;-;adh_short_C2
k105_76150_1;436308.Nmar_1056;1.96e-78;237.0;COG1573@1|root,arCOG00905@2157|Archaea,41SJ1@651137|Thaumarchaeota;651137|Thaumarchaeota;L;uracil-DNA glycosylase;-;-;3.2.2.27;ko:K21929;ko03410,map03410;-;-;-;ko00000,ko00001,ko01000,ko03400;-;-;-;UDG
k105_76150_2;436308.Nmar_1057;4.01e-98;288.0;COG2094@1|root,arCOG04295@2157|Archaea,41SME@651137|Thaumarchaeota;651137|Thaumarchaeota;L;Belongs to the DNA glycosylase MPG family;-;-;3.2.2.21;ko:K03652;ko03410,map03410;-;-;-;ko00000,ko00001,ko01000,ko03400;-;-;-;Pur_DNA_glyco
k105_76150_3;1229909.NSED_06200;5.04e-108;316.0;arCOG03119@1|root,arCOG03119@2157|Archaea,41SMJ@651137|Thaumarchaeota;651137|Thaumarchaeota;S;SNARE associated Golgi protein;-;-;-;-;-;-;-;-;-;-;-;-;SNARE_assoc
k105_76150_4;1459636.NTE_02255;1.59e-39;139.0;COG1238@1|root,arCOG03118@2157|Archaea;2157|Archaea;I;SNARE associated Golgi protein;-;GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944;3.6.1.27;ko:K19302;ko00550,map00550;-;R05627;RC00002;ko00000,ko00001,ko01000,ko01011;-;-;-;PAP2,SNARE_assoc
k105_76396_1;436308.Nmar_0053;5.93e-71;224.0;COG1679@1|root,arCOG04278@2157|Archaea,41SBC@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Protein of unknown function (DUF521);-;-;-;ko:K09123;-;-;-;-;ko00000;-;-;-;DUF521
k105_76396_2;436308.Nmar_0054;2.27e-65;201.0;COG1786@1|root,arCOG04279@2157|Archaea,41SPA@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Protein of unknown function DUF126;-;-;-;ko:K09128;-;-;-;-;ko00000;-;-;-;DUF126
k105_76396_3;1229909.NSED_09905;8.81e-207;589.0;COG1293@1|root,arCOG01695@2157|Archaea,41SB0@651137|Thaumarchaeota;651137|Thaumarchaeota;K;Fibronectin-binding protein A N-terminus (FbpA);-;-;-;-;-;-;-;-;-;-;-;-;DUF814,FbpA
k105_76577_1;1229909.NSED_09540;2.19e-56;181.0;COG1514@1|root,arCOG01736@2157|Archaea,41SP7@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Hydrolyzes RNA 2',3'-cyclic phosphodiester to an RNA 2'- phosphomonoester;-;-;3.1.4.58;ko:K01975;-;-;-;-;ko00000,ko01000,ko03016;-;-;-;LigT_PEase
